stcofips,risk_score,wfir_risks,cfld_risks,rfld_risks,hrcn_risks,trnd_risks,erqk_risks,sovi_score,resl_score,county,state,fips
21115,11.22594469,14.28853989,,22.84142753,1.87732582,8.99005921,1.95560761,34.45013796,51.128602,Johnson,Kentucky,21115
21117,16.0404291,0.0,,11.26865342,2.11937278,21.16905192,3.35042429,30.50847458,56.803002,Kenton,Kentucky,21117
21119,15.81024619,14.37427317,,13.16489782,1.19461836,6.65750075,2.28406168,38.62830114,48.523402,Knott,Kentucky,21119
21121,13.28070134,21.16647028,,25.13295902,1.87287385,9.90300036,4.38926351,43.63421364,50.953798,Knox,Kentucky,21121
21123,5.9708749,0.23273317,,6.07256863,1.04580746,6.51348201,2.04393571,31.53330706,55.5158,Larue,Kentucky,21123
21125,13.4000235,20.91154294,,12.3806219,2.10797785,11.64854949,4.42082835,37.7611352,52.6094,Laurel,Kentucky,21125
21127,8.73421115,10.75708738,,15.73735903,1.67683202,3.9071928,1.48962503,35.90855341,51.117802,Lawrence,Kentucky,21127
21129,5.74409739,8.57390929,,10.14697987,1.12921746,5.91567307,1.08524859,29.28655893,48.291602,Lee,Kentucky,21129
21131,7.82943327,9.33090521,,11.67410191,1.26733319,5.53486158,2.42286491,39.77138352,49.014402,Leslie,Kentucky,21131
21133,12.79353412,13.02272751,,18.78342958,1.26286213,7.52178916,2.59391483,38.31296807,48.9928,Letcher,Kentucky,21133
21135,8.37743824,6.0221651,,16.32308607,1.88598434,8.17906058,1.40095818,41.19038234,51.3734,Lewis,Kentucky,21135
21137,8.83991398,2.97388138,,11.06331842,1.91077851,7.76953309,2.92595986,40.3232164,53.726602,Lincoln,Kentucky,21137
21139,11.18733514,0.48879051,,18.73477211,1.31613465,8.90918596,6.84020875,41.11154907,52.4332,Livingston,Kentucky,21139
21141,8.96882589,0.83576053,,10.35090407,1.25223326,7.64259922,4.84703815,35.4355538,53.656998,Logan,Kentucky,21141
21143,7.99553227,0.56818112,,6.96091919,0.96310569,8.03608412,4.42046131,29.91722507,50.595598,Lyon,Kentucky,21143
21145,21.24067804,1.23645507,,22.3488071,2.53767303,17.90652608,16.68014993,42.17579819,56.567798,McCracken,Kentucky,21145
21147,7.56805308,9.20350864,,5.04881554,1.2949875,5.63460799,2.33488023,33.26763894,49.050398,McCreary,Kentucky,21147
21149,8.83132191,0.0,,15.02012779,0.92187304,5.94156698,3.87096409,32.99172251,55.485802,McLean,Kentucky,21149
21151,12.29597296,5.37160881,,18.22517131,2.88901093,13.79483675,4.13402011,35.39613717,53.9004,Madison,Kentucky,21151
21153,8.51014971,13.56700003,,15.42947317,1.45334541,6.26869198,1.73283044,33.03113914,49.741202,Magoffin,Kentucky,21153
21155,7.07467925,0.7480248,,7.40770732,1.3834921,7.44048111,2.25118703,33.46472211,56.813598,Marion,Kentucky,21155
21157,13.05390065,1.18058842,,13.95494293,1.45633893,7.54847471,8.85139696,37.44580213,57.301002,Marshall,Kentucky,21157
21159,6.81470295,9.83878825,,13.09409835,1.13031533,5.19974163,1.03531001,25.02956248,47.871398,Martin,Kentucky,21159
21161,9.85095359,1.86834114,,11.97930332,1.7392218,10.48013554,2.65537325,40.75679937,55.587602,Mason,Kentucky,21161
21163,5.75407132,0.50537398,,4.6286312,0.88026057,4.73955861,2.3350501,23.57114702,54.9826,Meade,Kentucky,21163
21165,9.73606159,12.96396876,,14.92588292,1.70575205,8.74432417,1.3442241,44.61962948,51.237998,Menifee,Kentucky,21165
21167,9.6510886,0.85609095,,9.99688211,1.72991351,11.30961088,2.66569457,37.24871896,56.441398,Mercer,Kentucky,21167
21169,6.88266403,1.38955977,,5.62451469,1.21767786,6.36825038,1.5792934,34.13480489,52.578002,Metcalfe,Kentucky,21169
21171,7.97201994,1.1477428,,5.7048856,1.38512593,6.35828158,2.36171205,37.56405203,53.152198,Monroe,Kentucky,21171
21173,9.37573124,3.53031873,,11.71241519,2.00345111,10.16274383,2.3530575,33.89830508,55.2562,Montgomery,Kentucky,21173
21175,6.3515286,11.46591577,,11.97939132,1.39094067,5.86114003,1.35361866,29.20772566,51.486402,Morgan,Kentucky,21175
21177,10.5038636,1.7037136,,13.41720788,1.33741908,8.47875248,5.73129898,37.24871896,54.050202,Muhlenberg,Kentucky,21177
21179,9.55037026,1.0984301,,16.39683244,1.45265227,8.98270856,2.94656944,31.25739062,55.756602,Nelson,Kentucky,21179
21181,6.85418964,0.61630551,,10.63808501,1.28661409,6.97641203,1.27178629,37.72171857,57.480202,Nicholas,Kentucky,21181
21183,9.04394935,0.81774604,,13.98613616,1.18242199,8.08000427,4.21341659,36.61805282,53.793602,Ohio,Kentucky,21183
21185,1.94399974,0.02895864,,3.09949014,0.33870975,2.24551349,0.65017206,6.54316121,56.7656,Oldham,Kentucky,21185
21187,7.87580238,0.12349189,,12.56332584,1.08102961,7.07425746,1.70259143,34.9625542,52.849202,Owen,Kentucky,21187
21189,7.7885071,16.71303086,,14.47326577,1.34368298,7.60384519,1.994564,53.01537249,50.565,Owsley,Kentucky,21189
21191,6.83840702,0.16546093,,13.40270767,1.06211101,6.5661928,1.2541124,28.45880962,55.380602,Pendleton,Kentucky,21191
21193,14.79946593,15.94421407,,13.40731341,1.64870366,8.41105585,2.9683132,42.05754829,53.101202,Perry,Kentucky,21193
21195,12.66394947,23.70310864,,26.61422649,2.81916281,6.03974143,3.14936932,36.46038628,48.473802,Pike,Kentucky,21195
21197,13.49229125,7.98791399,,18.83380132,1.83925008,10.2634856,2.02222627,40.28379976,49.516802,Powell,Kentucky,21197
21199,13.44543965,6.2155206,,11.25545436,2.61536468,9.19584242,4.69856361,42.64879779,53.7952,Pulaski,Kentucky,21199
21201,6.1794289,0.0,,5.16180853,0.98146217,8.20117413,1.21589691,47.81237682,53.299598,Robertson,Kentucky,21201
21203,8.49131196,5.11044158,,9.26555952,1.72451079,7.25146205,2.12993604,41.34804888,53.4476,Rockcastle,Kentucky,21203
21205,12.06955602,9.56285884,,16.18492185,2.12892694,8.99097657,1.98512038,37.16988569,54.9994,Rowan,Kentucky,21205
21207,10.48038018,2.34874306,,6.13581214,2.09085076,11.0309739,3.27161293,45.6838786,50.6386,Russell,Kentucky,21207
21209,6.33854606,0.23659871,,8.74303928,1.38731705,6.15688612,2.13896092,23.05873078,56.6958,Scott,Kentucky,21209
21211,7.3401167,0.62278584,,9.98352812,1.79530394,7.52677985,2.96360886,33.22822231,56.760802,Shelby,Kentucky,21211
21213,9.01799803,0.18449173,,8.43710566,1.46572961,8.78199272,4.83753128,39.69255026,55.819802,Simpson,Kentucky,21213
21215,3.72478258,0.41462023,,4.37871138,0.69886889,3.17152924,1.18591803,20.53606622,58.998398,Spencer,Kentucky,21215
21217,10.36376537,1.0367337,,10.4088544,2.01304933,9.5517114,3.27805794,43.1217974,55.6816,Taylor,Kentucky,21217
21219,9.54230919,0.45517541,,10.35064846,0.94674627,7.86616483,4.02737083,33.89830508,53.916202,Todd,Kentucky,21219
21221,12.07829947,1.12893143,,10.66612477,1.18457452,7.78813452,9.64965928,38.27355144,54.1018,Trigg,Kentucky,21221
21223,5.58675291,0.11129961,,7.32710933,0.77108018,5.19913791,0.90051668,26.05439495,54.147602,Trimble,Kentucky,21223
21225,9.37315228,0.0,,13.53100388,0.96719452,6.69240539,5.92134921,30.98147418,53.782402,Union,Kentucky,21225
21227,12.63544016,0.8708608,,11.96734359,1.89355191,11.36043344,6.67739226,34.25305479,55.822802,Warren,Kentucky,21227
21229,6.60379688,0.74423739,,6.19982561,1.24421567,5.72416435,1.96305594,35.55380371,57.424002,Washington,Kentucky,21229
21231,9.90242496,4.61856883,,8.6352177,1.84750828,8.35320843,2.76222591,43.39771384,51.570802,Wayne,Kentucky,21231
21233,9.25963925,0.18663526,,11.63955038,1.07874295,7.26377549,4.80528459,31.92747339,53.7044,Webster,Kentucky,21233
21235,12.96476082,19.82205878,,22.18286997,1.77366129,9.06155446,3.64571585,41.89988175,54.0278,Whitley,Kentucky,21235
21237,9.41819363,16.71430996,,14.82954957,2.07852827,9.37328342,2.50219074,56.7599527,49.619598,Wolfe,Kentucky,21237
21239,6.33259965,0.0,,6.86261718,1.34103296,6.39976482,2.0014402,28.10405991,57.645402,Woodford,Kentucky,21239
22001,18.54806515,6.21595553,3.40168156,38.76821676,29.13151257,9.72743745,2.11990004,39.06188412,55.644598,Acadia,Louisiana,22001
22003,9.79134389,5.22155794,0.6216154,10.30623495,19.03749622,3.35623342,1.18482435,30.86322428,52.926202,Allen,Louisiana,22003
22005,10.97238499,1.39905145,4.32619757,20.13258106,18.42286072,7.79515602,1.16843069,18.68348443,60.4852,Ascension,Louisiana,22005
22007,14.32724186,0.7097699,8.77441594,7.0428008,29.52335338,8.3750263,1.25489964,33.85888845,57.5534,Assumption,Louisiana,22007
22009,16.50913896,5.94328164,0.0,23.98355801,31.36520642,9.69014751,2.57435658,45.76271186,53.8196,Avoyelles,Louisiana,22009
22011,9.82382484,4.90136165,0.32496033,14.95357413,18.42545682,4.58536343,1.04168316,26.13322822,53.118802,Beauregard,Louisiana,22011
22013,10.98546149,2.76584435,,10.1374004,7.7693456,5.52764647,1.79190325,45.88096177,52.269402,Bienville,Louisiana,22013
22015,13.71743317,2.49467706,,29.88726783,6.37202601,8.95029343,2.8548909,30.54789121,56.357598,Bossier,Louisiana,22015
22017,20.55291011,4.99143492,,21.66484545,12.06534106,14.6784655,5.01405485,45.48679543,57.958202,Caddo,Louisiana,22017
22019,16.50999443,14.13023484,6.75936243,31.55119713,23.11006878,11.47100354,2.65008603,34.41072132,57.5494,Calcasieu,Louisiana,22019
22021,6.00075576,1.60837321,,12.96556219,3.9576523,5.93110563,1.6374858,37.05163579,53.677802,Caldwell,Louisiana,22021
22023,4.17292865,8.6281577,2.89757908,6.38150174,7.85664611,0.67049905,0.3832652,15.41190382,59.5152,Cameron,Louisiana,22023
22025,5.39180896,1.75544643,,7.0061217,4.22631833,4.36874805,1.29109934,28.41939298,51.343998,Catahoula,Louisiana,22025
22027,9.92774719,1.35581548,,8.53749415,3.86024918,6.76499203,1.86135124,38.03705164,50.784202,Claiborne,Louisiana,22027
22029,11.10214972,3.14418516,0.0,16.75790608,7.90604866,12.89549592,2.63858548,47.85179346,52.3564,Concordia,Louisiana,22029
22031,12.32258083,5.3578109,,14.29861393,9.91388654,6.24980115,1.78228094,43.63421364,54.3328,De Soto,Louisiana,22031
22033,28.49471489,2.43710166,5.55735551,60.60423736,35.41272754,21.44921112,4.15401798,33.78005518,58.401598,East Baton Rouge,Louisiana,22033
22035,10.46515511,0.49075274,,13.83833085,4.67090131,9.45091087,3.21467387,49.86204178,51.280598,East Carroll,Louisiana,22035
22037,12.63072114,2.37242565,0.17548967,10.91078819,26.11274208,8.39158821,1.22177503,34.33188806,54.4904,East Feliciana,Louisiana,22037
22039,15.47470815,7.18353489,0.30666806,22.3206591,28.77599809,7.58895433,2.01772284,40.6779661,54.165802,Evangeline,Louisiana,22039
22041,12.60823952,1.03135501,,21.19511678,6.38676562,10.09026289,3.1956179,47.06346078,53.351598,Franklin,Louisiana,22041
22043,5.90101591,2.94661708,,4.37198286,5.38965066,4.02469406,1.01054098,24.51714624,53.006602,Grant,Louisiana,22043
22045,14.92758913,1.06784269,6.35007239,23.76354106,27.58528653,7.26593769,2.11129749,37.16988569,57.5598,Iberia,Louisiana,22045
22047,14.94792627,1.17528718,5.08294315,12.70431867,31.09229641,2.84279373,1.49078857,34.17422152,58.7748,Iberville,Louisiana,22047
22049,9.88526923,2.08761323,,5.29987009,8.12359333,7.55326072,1.84221506,41.26921561,52.375398,Jackson,Louisiana,22049
22051,27.17648388,7.2697549,13.57989361,12.94177223,54.85290686,11.86685341,4.70815368,40.4414663,60.3654,Jefferson,Louisiana,22051
22053,14.33502895,7.35106427,3.91075133,25.83669702,25.2548176,5.2296173,1.56812935,37.24871896,54.8074,Jefferson Davis,Louisiana,22053
22055,19.94573277,4.58248825,3.35271863,45.77892903,24.8164648,11.63187063,2.73849697,29.20772566,55.608802,Lafayette,Louisiana,22055
22057,17.33795276,2.79598779,11.11704919,7.85283619,35.91057752,7.08587944,1.81759079,30.94205755,59.720998,Lafourche,Louisiana,22057
22059,6.16078664,2.29759349,,10.49415584,3.38990934,5.83445003,1.16330521,33.14938904,55.605202,LaSalle,Louisiana,22059
22061,14.3573019,1.81118902,,18.40329577,10.16533577,11.49482182,2.86643699,40.9144659,53.874798,Lincoln,Louisiana,22061
22063,11.89514819,2.60430637,4.72528049,25.45573424,17.30588373,7.41026485,1.40928536,20.93023256,58.271598,Livingston,Louisiana,22063
22065,14.45848434,0.43068397,,18.59601091,7.54373205,13.14886782,3.24433015,58.06070162,53.004198,Madison,Louisiana,22065
22067,11.68353234,6.21252551,,15.84368459,5.16691496,8.24275399,4.11210133,52.34528971,55.102602,Morehouse,Louisiana,22067
22069,13.97934573,4.46467492,,21.43937075,9.794565,8.25872481,2.26493628,43.39771384,54.268598,Natchitoches,Louisiana,22069
22071,37.01028942,7.83407578,13.03057013,24.01383946,72.64420213,16.89663203,5.69198634,48.28537643,59.499602,Orleans,Louisiana,22071
22073,16.15889839,2.48367739,,27.4652488,15.60297193,12.07321514,5.39097199,42.68821443,58.3074,Ouachita,Louisiana,22073
22075,8.45462655,3.15179424,5.19544303,2.44137719,18.39880358,2.09275336,0.80143483,21.3243989,60.0138,Plaquemines,Louisiana,22075
22077,16.0907216,1.99529256,2.36998616,17.27593012,33.28625159,7.06990457,1.52515593,39.85021679,57.586598,Pointe Coupee,Louisiana,22077
22079,15.35400944,8.00461659,,29.05874192,23.32617565,5.90464308,3.49017432,42.05754829,57.620602,Rapides,Louisiana,22079
22081,9.06111143,2.32442287,,10.60441763,6.0090796,5.7396413,1.11384208,38.98305085,52.916198,Red River,Louisiana,22081
22083,11.26287844,0.97167029,,20.51255431,6.09382551,6.87445211,3.42017936,47.41821048,55.196,Richland,Louisiana,22083
22085,11.2525373,3.82046907,,13.30702321,9.34936524,5.48755789,1.62367135,36.81513599,51.5234,Sabine,Louisiana,22085
22087,13.65417372,4.54332569,6.70890282,5.58166458,28.78898369,4.29431745,1.46253748,31.80922349,62.990798,St. Bernard,Louisiana,22087
22089,10.09944728,2.70812779,9.74008476,8.78123551,20.82835988,3.56963111,1.20972859,26.88214426,64.6736,St. Charles,Louisiana,22089
22091,13.89359864,4.81911493,,14.143357,28.58213204,9.85214799,1.46097159,45.17146236,52.395402,St. Helena,Louisiana,22091
22093,14.53259929,1.68717553,6.46575945,6.05682526,28.43601245,12.00643461,1.2514398,33.62238865,59.7044,St. James,Louisiana,22093
22095,12.92388272,2.4345406,9.14566469,6.90524083,26.96451629,3.91548589,1.49413509,33.81947182,62.782798,St. John the Baptist,Louisiana,22095
22097,20.23791962,8.25924617,2.32532311,35.91329149,34.63108941,7.86713409,2.79788975,46.39337801,56.532998,St. Landry,Louisiana,22097
22099,14.53114883,1.37392615,6.94414277,29.32603409,24.70957077,6.62276629,1.59929095,34.33188806,58.245202,St. Martin,Louisiana,22099
22101,14.92066984,0.64576484,8.95561603,20.35805376,29.06478569,9.08423976,2.05757927,39.29838392,57.877998,St. Mary,Louisiana,22101
22103,18.21095317,12.07245756,6.48136957,9.57139702,36.6881873,5.03543701,2.33532799,25.42372881,59.391798,St. Tammany,Louisiana,22103
22105,18.77960885,7.56403052,5.54945638,39.29890236,27.3461084,12.39577829,2.68387121,35.59322034,56.466798,Tangipahoa,Louisiana,22105
22107,16.49066028,0.93444797,,25.92393297,10.36184319,13.50361253,2.82137739,69.45210879,50.932598,Tensas,Louisiana,22107
22109,12.13493605,2.78656385,11.5718388,7.02173357,24.48532132,5.9870682,2.04668317,31.17855735,59.911198,Terrebonne,Louisiana,22109
22111,9.79921145,2.09703225,,16.51672258,3.35101922,4.36578151,2.27408043,37.68230193,52.852602,Union,Louisiana,22111
22113,14.20023132,4.3522739,6.70199766,29.73010442,23.28740392,3.36611206,1.78220507,33.74063855,57.2192,Vermilion,Louisiana,22113
22115,8.50725209,4.57112285,,13.12422682,15.200774,2.98517378,1.20892184,24.75364604,54.430198,Vernon,Louisiana,22115
22117,20.95971215,12.60899395,,16.36340956,41.04905433,13.16613393,2.19616585,44.77729602,52.5212,Washington,Louisiana,22117
22119,12.14304,2.82564281,,17.1080518,6.39368749,9.05226022,2.77993671,43.71304691,53.846998,Webster,Louisiana,22119
22121,11.53463346,1.1798839,2.60425754,5.70438378,22.82815473,9.05828944,1.04464436,28.26172645,59.896998,West Baton Rouge,Louisiana,22121
22123,11.13146869,1.78233045,,16.8119082,4.51053089,11.39711708,3.31478806,46.70871108,51.1802,West Carroll,Louisiana,22123
22125,1.06754573,0.12019521,0.0,0.96194508,2.14036251,0.7808655,0.09136107,3.15333071,53.4064,West Feliciana,Louisiana,22125
22127,6.94294009,2.62749095,,11.62864665,6.52596785,5.16951412,1.44358961,35.04138747,53.997998,Winn,Louisiana,22127
23001,10.25503328,3.53856744,0.34747749,11.25656517,2.33899362,4.69943415,5.30944319,38.66771778,59.351402,Androscoggin,Maine,23001
23003,9.83795301,1.19385388,,18.13801988,5.81215013,1.68810106,5.32733251,45.8021285,55.725798,Aroostook,Maine,23003
23005,11.88435461,5.21336184,3.26244351,14.4834547,2.7176549,4.36736507,6.12028537,31.02089082,58.3574,Cumberland,Maine,23005
23007,7.52898325,0.73980365,,14.42162527,1.72720148,2.00662206,3.10337914,42.41229799,55.506402,Franklin,Maine,23007
23009,9.6103069,0.95951569,10.98499385,10.23325107,3.82936757,2.52444139,4.23180342,42.72763106,56.374998,Hancock,Maine,23009
23011,10.56547292,1.82224523,1.86570032,11.77606508,2.37527107,4.54561918,5.37917337,37.6428853,58.144202,Kennebec,Maine,23011
23013,7.33079684,1.16388134,6.48989953,8.38056931,2.2258182,2.42135672,3.45505047,39.85021679,57.301998,Knox,Maine,23013
23015,8.04822669,1.47485465,7.31204381,8.39325881,2.46929294,3.1010524,3.47619762,40.40204966,57.652002,Lincoln,Maine,23015
23017,10.39439948,3.18086206,,18.87567952,2.27843617,2.37952866,3.92930755,41.50571541,55.914998,Oxford,Maine,23017
23019,10.66315833,1.07333618,12.20775218,12.14978231,4.01920497,2.40143469,6.09285074,37.5246354,57.4192,Penobscot,Maine,23019
23021,10.78892848,1.05469644,,10.5491295,1.72884271,1.59023317,3.62372612,49.03429247,54.1046,Piscataquis,Maine,23021
23023,6.2869041,2.03072597,6.075073,6.11529749,1.50329318,3.15145328,2.91641264,33.81947182,58.218598,Sagadahoc,Maine,23023
23025,9.56315818,0.77006529,,13.17180847,1.86378878,1.85687191,3.97158461,40.08671659,55.286198,Somerset,Maine,23025
23027,7.58282835,0.79900431,6.86678278,7.68306729,2.87407592,2.95166454,3.42712957,39.21955065,57.107,Waldo,Maine,23027
23029,9.13857363,0.99927662,17.37277857,10.79053303,3.76716104,1.67613914,3.67863788,49.15254237,56.6788,Washington,Maine,23029
23031,12.35102825,5.26910253,6.00603958,15.92307762,3.95887238,2.58561528,6.24433372,33.14938904,57.4014,York,Maine,23031
24001,10.18258507,3.03496347,,23.90456009,5.69062751,6.77699739,1.70722467,40.63854947,56.2282,Allegany,Maryland,24001
24003,6.07378485,1.98002521,3.37532315,5.73064388,5.78322449,5.08139392,2.13317574,13.71698857,56.820798,Anne Arundel,Maryland,24003
24005,11.28508803,1.36392267,6.55617942,13.93251453,14.29157761,8.2817825,5.31918017,30.82380765,56.8008,Baltimore,Maryland,24005
24009,3.49563319,2.21992261,2.85193363,2.24593256,4.12822276,3.15795558,0.91136878,12.53448955,58.1068,Calvert,Maryland,24009
24011,11.19845087,4.70817662,11.84317227,8.62937777,8.48074967,6.80444898,2.13410688,37.09105242,56.319198,Caroline,Maryland,24011
24013,5.13592407,0.39235833,,5.12392874,4.77751296,3.53406487,1.55611117,17.50098542,58.543802,Carroll,Maryland,24013
26037,7.84864306,0.64707288,,9.27060359,2.13965011,5.91585339,1.40142028,26.84272763,57.209602,Clinton,Michigan,26037
26039,9.3656169,15.39101773,,5.06418474,1.91794732,6.3436969,0.78653369,46.66929444,53.439598,Crawford,Michigan,26039
26041,6.47030345,4.94935777,0.0,10.13361878,,2.24257431,0.72782094,45.40796216,56.466398,Delta,Michigan,26041
26043,6.39423729,2.70223646,,10.4418013,,4.35777003,0.41943241,40.28379976,57.243,Dickinson,Michigan,26043
26045,8.9853388,0.60214143,,10.95877416,2.11269153,9.13852311,2.16763624,32.24280646,57.4298,Eaton,Michigan,26045
26047,5.1040145,1.89646323,0.0,1.5137954,2.13333022,3.97680334,0.71827594,39.41663382,55.560002,Emmet,Michigan,26047
26049,14.4795662,1.5169965,,18.56068884,5.72682856,10.66655027,3.95448287,42.29404809,56.9658,Genesee,Michigan,26049
26051,7.7736584,5.95773123,,5.5106231,2.05127038,6.45920137,1.41330555,46.98462751,52.603002,Gladwin,Michigan,26051
26053,9.40914954,2.61991454,0.0,14.8445621,,5.53687864,0.52961316,53.21245566,52.645998,Gogebic,Michigan,26053
26055,11.08688576,4.49974869,0.0,8.34871551,2.3311605,7.59843479,0.97673627,33.81947182,56.856598,Grand Traverse,Michigan,26055
26057,7.77321028,0.51044567,,10.47666019,2.2573396,6.69884212,1.37928685,36.77571935,57.739602,Gratiot,Michigan,26057
26059,9.99169951,0.88845304,,5.38902645,1.6733957,8.66353553,2.24704255,37.16988569,55.342598,Hillsdale,Michigan,26059
26061,5.03398178,2.18187947,0.0,5.02005205,,3.723799,0.34530014,34.52897123,54.071798,Houghton,Michigan,26061
26063,7.85243281,0.81706541,0.0,7.97364142,3.14794434,4.11991076,1.77144596,45.6838786,56.203198,Huron,Michigan,26063
26065,13.25130544,1.3168914,,16.11346614,3.10639316,14.42396453,3.98979105,35.86913678,56.461602,Ingham,Michigan,26065
26067,6.59256174,0.53311274,,8.54938564,1.79673183,5.32525403,1.16069256,24.55656287,56.8468,Ionia,Michigan,26067
26069,10.19605108,12.00911008,0.0,8.54449535,3.41816105,3.17621631,1.56425426,55.69570359,54.579602,Iosco,Michigan,26069
26071,8.96811177,4.63420177,,5.9998669,,3.38120633,0.49501619,59.87386677,52.572198,Iron,Michigan,26071
26073,9.35015234,2.67655834,,15.76011305,3.07892369,9.10802406,1.79436442,41.19038234,55.036202,Isabella,Michigan,26073
26075,9.10011815,1.30109161,,11.35404538,2.53918161,9.99553632,3.18836128,35.55380371,57.319198,Jackson,Michigan,26075
26077,14.97770757,0.93396069,,14.42391919,2.85989882,13.61260835,3.55851795,34.01655499,57.373,Kalamazoo,Michigan,26077
26079,8.12254023,7.13382251,,2.77480467,1.7307551,6.15832947,0.61208929,40.00788333,52.765198,Kalkaska,Michigan,26079
26081,19.11915438,1.50432244,,11.99157289,4.77611516,7.36348062,3.38637413,31.84864013,58.106598,Kent,Michigan,26081
26083,2.64015809,1.81098345,0.0,4.21462209,,0.75298586,0.15076334,46.70871108,53.2794,Keweenaw,Michigan,26083
26085,9.28148667,11.95309771,,7.67759712,2.57624336,6.87707275,1.13412984,58.73078439,48.775602,Lake,Michigan,26085
26087,8.06835084,1.06239908,,11.91726689,2.19294257,4.64813798,1.35579094,27.3945605,57.3346,Lapeer,Michigan,26087
26089,7.05106278,1.946311,0.0,4.26669197,2.06908628,3.4858296,0.59443879,41.93929838,54.2902,Leelanau,Michigan,26089
26091,11.52270069,0.61635284,,12.20896346,2.03088415,9.25451514,2.94483509,37.01221916,56.8854,Lenawee,Michigan,26091
26093,6.12489788,0.76330456,,6.37579519,1.46559886,4.07122247,1.29150292,16.87031927,57.876802,Livingston,Michigan,26093
26095,2.37721124,5.31786289,0.0,0.0,,1.57901825,0.41123393,41.82104848,52.5566,Luce,Michigan,26095
26097,7.42314598,7.62959523,0.0,7.4311589,2.5962188,2.23988148,0.8495377,64.60386283,55.057602,Mackinac,Michigan,26097
26099,19.37584911,0.74165406,0.0,40.95768792,5.27308168,10.39838423,5.24712574,33.97713835,56.13,Macomb,Michigan,26099
26101,6.6634436,5.74463768,0.0,9.57560784,2.16935945,4.21997983,1.03188272,45.28971226,54.679398,Manistee,Michigan,26101
26103,9.73004801,8.5394868,0.0,14.55922359,,2.89399148,0.70928968,38.47063461,55.890598,Marquette,Michigan,26103
26105,8.59677284,3.56073607,0.0,14.64442141,2.21932397,4.61373839,1.17691597,45.44737879,55.98,Mason,Michigan,26105
26107,9.33326034,3.83845865,,12.9581084,1.7451508,6.5645424,1.20974463,38.51005124,54.714798,Mecosta,Michigan,26107
26109,6.77912259,3.0538478,0.0,13.23215561,,2.72531586,0.7683145,45.5656287,55.190402,Menominee,Michigan,26109
26111,8.67958769,1.07528899,,10.42712201,2.15559619,3.88687333,1.2627639,27.19747734,57.529202,Midland,Michigan,26111
26113,6.73349829,4.78441208,,0.0,1.40017222,4.70547937,0.579034,35.79030351,53.7612,Missaukee,Michigan,26113
26115,10.39075053,0.46995549,0.0,14.38102847,1.79449756,8.42976494,2.97517517,29.40480883,58.415598,Monroe,Michigan,26115
26117,10.1940154,3.04282319,,7.48272913,2.106236,5.87711183,1.37208783,32.20338983,56.472602,Montcalm,Michigan,26117
26119,9.02275673,10.91075879,,0.0,2.10956605,5.16578111,0.7239422,56.08986993,50.496602,Montmorency,Michigan,26119
26121,11.93936194,2.7560014,0.0,14.17509625,2.75003573,6.74153014,2.60664726,40.12613323,57.733798,Muskegon,Michigan,26121
26123,8.36258874,5.51997353,,10.59315734,1.8140195,4.67928229,1.28793531,35.00197083,54.418402,Newaygo,Michigan,26123
26125,14.52855704,1.29676107,,28.32451813,4.2089305,10.99185307,3.89286076,23.29523059,56.1512,Oakland,Michigan,26125
26127,8.69562066,3.64142007,0.0,13.71665768,2.06228768,4.46901475,1.20371642,42.84588096,53.270798,Oceana,Michigan,26127
26129,12.40188562,11.25870822,,0.0,2.90367849,4.67603367,1.35516785,55.02562081,54.014,Ogemaw,Michigan,26129
26131,7.40438306,4.94318015,0.0,15.05835517,,2.56549351,0.23396506,55.49862042,52.820602,Ontonagon,Michigan,26131
26133,7.67625325,5.22168882,,9.77796793,1.79908189,5.84168869,0.8830541,42.09696492,54.269,Osceola,Michigan,26133
26135,9.34384971,15.02716902,,0.0,1.94221355,6.73901242,0.84796628,53.44895546,50.512,Oscoda,Michigan,26135
26137,9.78104208,5.7683286,,0.0,1.89044613,4.8030602,0.7916864,39.25896728,54.555402,Otsego,Michigan,26137
26139,11.03285218,1.28195708,0.0,16.76180782,2.46080916,4.78430776,2.01653295,24.75364604,58.2162,Ottawa,Michigan,26139
26141,6.08044519,2.74453413,0.0,0.01828662,1.77501437,1.553998,0.72570228,48.2459598,53.734198,Presque Isle,Michigan,26141
26143,15.59846585,14.79898647,,5.1213227,2.99749889,10.09965576,1.54287734,57.82420181,53.035598,Roscommon,Michigan,26143
26145,14.21336613,1.34389543,,22.65486499,4.73830814,7.9691656,3.07604031,44.65904612,58.639998,Saginaw,Michigan,26145
26147,11.71383592,1.49411667,0.0,14.82478193,3.56748931,7.14221506,2.68116762,35.86913678,55.556002,St. Clair,Michigan,26147
26149,10.47879302,0.70477026,,6.24796382,2.03085108,4.58147074,2.69533867,36.85455262,55.0842,St. Joseph,Michigan,26149
26151,8.58243816,0.92309557,0.0,10.09387735,2.7768258,4.07227997,1.59233942,39.02246748,55.8326,Sanilac,Michigan,26151
26153,4.99600999,7.61794623,0.0,3.96008494,,2.52283515,0.47001936,55.77453685,55.1868,Schoolcraft,Michigan,26153
26155,11.58893889,0.77009162,,12.645172,2.55776277,7.55435903,1.70930848,34.52897123,57.375598,Shiawassee,Michigan,26155
26157,8.92680791,0.99435248,0.0,16.49217026,2.55464907,3.98518654,1.46204074,37.72171857,57.4164,Tuscola,Michigan,26157
