country_name,year,stability,common_count,common_peers
United States,1960,100,3,"Canada,Denmark,Switzerland"
United States,1970,67,2,"Denmark,Switzerland"
United States,1980,100,3,"Canada,Denmark,Switzerland"
United States,1990,100,3,"Canada,Norway,Switzerland"
United States,2000,100,3,"Canada,Denmark,Switzerland"
Uruguay,1850,100,3,"France,Germany,Italy"
Uruguay,1860,100,3,"Denmark,France,Switzerland"
Uruguay,1870,67,2,"Ireland,Italy"
Uruguay,1880,100,3,"Argentina,Italy,Spain"
Uruguay,1890,67,2,"Argentina,Italy"
Uruguay,1900,100,3,"Argentina,Italy,Portugal"
Uruguay,1910,67,2,"Argentina,Italy"
Uruguay,1920,67,2,"Italy,Portugal"
Uruguay,1930,100,3,"Argentina,Italy,Spain"
Uruguay,1940,67,2,"Argentina,Italy"
Uruguay,1950,67,2,"Argentina,Italy"
Uruguay,1960,100,3,"Italy,Russia,Spain"
Uruguay,1970,100,3,"Chile,Russia,Spain"
Uruguay,1980,67,2,"Argentina,Chile"
Uruguay,1990,100,3,"Argentina,Chile,Mexico"
Uruguay,2000,100,3,"Argentina,Mexico,Poland"
Venezuela,1850,67,2,"Argentina,Spain"
Venezuela,1860,67,2,"Chile,Greece"
Venezuela,1870,100,3,"Chile,Japan,Russia"
Venezuela,1880,100,3,"Chile,Japan,Mexico"
Venezuela,1890,67,2,"Chile,Poland"
Venezuela,1900,67,2,"Russia,South Africa"
Venezuela,1910,100,3,"Colombia,Mexico,Russia"
Venezuela,1920,100,3,"Colombia,Mexico,Portugal"
Venezuela,1930,67,2,"Mexico,Portugal"
Venezuela,1940,33,1,Mexico
Venezuela,1950,33,1,Chile
Venezuela,1960,67,2,"Italy,Uruguay"
Venezuela,1970,67,2,"Argentina,Italy"
Venezuela,1980,67,2,"Portugal,Uruguay"
Venezuela,1990,67,2,"Colombia,Mexico"
Venezuela,2000,100,3,"China,Colombia,Mexico"
